Age,Items Purchased,Total Spent,Discount (%),Satisfaction Score,Warranty Extension,Gender,Region,Product Category,Payment Method,Revenue,Store Rating,Loyalty Score,Membership Status,Preferred Visit Time
35,2,74.76,42.5243764,1,0,Female,East,Accessories,Cash,131.15,3,3,0.0,Afternoon
64,4,107.32,39.26801707,1,0,Male,South,Laptop,UPI,34.79,3,9,1.0,Afternoon
29,6,280.44,21.95580188,1,0,Male,North,Tablet,UPI,491.68,4,16,1.0,Morning
26,10,355.58,14.4420546,2,0,Male,North,Television,Credit Card,1000.72,4,15,0.0,Evening
27,11,197.88,30.21200435,2,0,Female,East,Laptop,UPI,281.35,3,10,0.0,Afternoon
61,8,245.95,25.40548826,1,1,Male,North,Television,Credit Card,196.64,4,0,0.0,Afternoon
34,12,497.67,5.0,2,0,Male,North,Mobile,UPI,994.01,3,10,0.0,Morning
55,8,342.36,15.76423227,4,0,Male,West,Tablet,Credit Card,1473.91,4,21,1.0,Afternoon
24,11,355.42,14.45801347,1,0,Male,West,Laptop,UPI,632.9,4,16,1.0,Morning
63,6,277.9,22.21030101,4,0,Male,North,Television,Cash,1097.93,4,28,1.0,Evening
30,4,97.47,40.25264188,1,1,Female,West,Television,Cash,124.36,3,11,0.0,Morning
57,8,234.97,26.50323648,3,0,Male,North,Television,Credit Card,800.63,4,22,1.0,Evening
59,13,603.86,5.0,5,1,Female,West,Laptop,Cash,2854.55,3,31,0.0,Evening
26,8,370.95,12.90481194,3,0,Female,North,Accessories,Credit Card,1127.69,4,19,0.0,Morning
67,10,390.0,11.00005309,2,0,Female,North,Mobile,Credit Card,928.98,4,19,0.0,Morning
44,14,630.9,5.0,5,0,Female,South,Tablet,Debit Card,2963.94,4,30,0.0,Evening
19,1,18.11,48.18929357,1,0,Female,North,Television,Cash,98.34,4,7,0.0,Afternoon
22,4,181.1,31.89007033,1,0,Female,South,Laptop,Debit Card,348.59,4,10,1.0,Morning
46,4,104.89,39.51132131,3,0,Male,East,Television,Debit Card,254.77,3,20,0.0,Morning
54,7,148.69,35.13087795,1,1,Female,North,Laptop,UPI,113.44,3,5,0.0,Morning
55,14,327.29,17.27087802,3,1,Female,North,Accessories,Credit Card,1017.46,3,23,1.0,Evening
36,14,414.8,8.519543107,4,0,Male,South,Television,Net Banking,1639.08,3,29,0.0,Afternoon
25,11,261.71,23.82910782,1,0,Male,North,Television,Debit Card,317.35,4,3,1.0,Morning
65,7,183.54,31.64609414,1,0,Female,West,Tablet,UPI,137.19,3,5,0.0,Morning
62,13,256.42,24.35847888,5,0,Female,South,Laptop,Cash,915.85,3,26,1.0,Afternoon
18,11,279.03,22.09719453,3,1,Male,South,Laptop,Net Banking,843.81,3,18,1.0,Evening
39,8,280.24,21.97605319,2,1,Female,West,Accessories,Credit Card,721.52,3,12,1.0,Morning
69,11,335.11,16.48863224,3,0,Male,North,Television,UPI,884.31,4,17,1.0,Morning
34,5,135.68,36.43242168,2,0,Male,East,Tablet,Net Banking,232.07,4,15,1.0,Evening
24,7,287.88,21.21192284,4,0,Female,East,Mobile,Credit Card,1103.73,4,26,0.0,Morning
42,8,370.18,12.9817208,4,0,Female,East,Tablet,Credit Card,1510.29,4,30,0.0,Evening
62,9,373.39,12.66113948,3,0,Female,South,Tablet,Net Banking,1111.86,3,23,0.0,Afternoon
21,3,79.86,42.01399263,1,0,Male,South,Tablet,UPI,222.12,3,10,1.0,Afternoon
53,3,123.17,37.68335724,2,1,Female,West,Tablet,Net Banking,183.92,3,11,1.0,Evening
23,4,81.28,41.87227745,1,0,Male,North,Television,Debit Card,11.13,4,9,1.0,Evening
48,5,97.81,40.21943521,1,0,Female,West,Tablet,Credit Card,215.74,3,5,0.0,Evening
36,10,270.97,22.9030537,1,0,Male,South,Laptop,Cash,430.86,3,3,0.0,Afternoon
61,1,43.27,45.67304171,1,0,Male,East,Laptop,Net Banking,97.64,4,11,1.0,Afternoon
56,7,165.36,33.46446794,2,0,Female,North,Tablet,Net Banking,288.94,4,21,0.0,Morning
44,9,154.92,34.50751762,3,0,Male,East,Laptop,Credit Card,358.31,4,15,0.0,Evening
27,8,156.88,34.31213301,1,1,Female,North,Television,Credit Card,69.68,4,4,1.0,Evening
43,5,225.28,27.47196305,2,1,Male,East,Mobile,Net Banking,590.69,4,18,0.0,Morning
36,14,520.55,5.0,5,0,Male,North,Tablet,Cash,2517.57,4,26,0.0,Morning
56,14,334.07,16.59314299,5,0,Male,East,Laptop,Credit Card,1350.38,3,27,1.0,Afternoon
20,4,137.74,36.22585845,1,0,Female,West,Laptop,Credit Card,185.81,3,8,1.0,Morning
62,12,401.58,9.841655858,4,0,Male,South,Television,Debit Card,1539.32,4,23,0.0,Morning
30,7,265.58,23.44181853,4,0,Female,West,Television,UPI,910.24,4,30,0.0,Evening
67,5,115.81,38.4192178,1,0,Female,East,Mobile,Debit Card,197.24,4,6,1.0,Morning
45,7,316.78,18.32212681,2,0,Male,North,Accessories,Cash,732.31,4,15,1.0,Evening
37,12,309.93,19.00652039,5,0,Male,West,Accessories,UPI,1258.22,3,31,0.0,Evening
45,1,39.29,46.07053921,2,0,Male,East,Accessories,Net Banking,226.87,3,12,1.0,Evening
25,1,15.56,48.44356374,1,1,Female,South,Mobile,Cash,-16.65,3,3,0.0,Morning
58,10,280.43,21.95700045,1,0,Male,North,Tablet,Cash,225.39,4,11,0.0,Morning
56,14,382.34,11.76621892,3,1,Male,West,Accessories,Debit Card,1343.65,3,22,1.0,Evening
18,13,442.29,5.771458499,3,1,Male,South,Accessories,UPI,1489.19,3,10,0.0,Afternoon
20,3,52.64,44.73626925,1,0,Female,East,Laptop,Cash,123.67,3,7,0.0,Afternoon
30,14,597.16,5.0,4,0,Female,North,Laptop,UPI,2463.06,4,21,0.0,Evening
45,11,248.85,25.11543913,1,0,Female,East,Tablet,Net Banking,212.61,3,13,0.0,Afternoon
66,2,77.39,42.2607353,1,0,Female,North,Television,UPI,30.16,3,6,1.0,Morning
42,2,86.22,41.37751514,3,0,Male,South,Mobile,Debit Card,183.87,3,18,0.0,Evening
50,7,242.66,25.73401457,1,0,Male,South,Accessories,Debit Card,317.56,3,12,0.0,Morning
55,12,491.17,5.0,5,0,Female,South,Mobile,Cash,2424.69,3,24,1.0,Afternoon
23,10,381.65,11.83488907,3,0,Female,West,Laptop,UPI,1263.68,4,24,0.0,Afternoon
61,2,54.89,44.51129142,1,0,Male,West,Mobile,Debit Card,175.94,4,2,1.0,Morning
62,11,476.41,5.0,2,0,Male,West,Laptop,Credit Card,1064.01,3,14,0.0,Afternoon
49,4,101.26,39.87418082,1,0,Female,East,Mobile,Debit Card,25.49,3,7,0.0,Afternoon
62,2,69.98,43.00150958,1,0,Male,West,Laptop,Net Banking,128.75,3,4,1.0,Morning
64,6,246.53,25.34664748,3,0,Female,North,Mobile,Credit Card,626.67,4,12,0.0,Morning
38,8,226.11,27.38923453,1,0,Female,South,Accessories,UPI,168.17,3,8,1.0,Morning
33,10,255.97,24.40313373,5,0,Female,East,Accessories,Cash,1159.17,3,29,1.0,Morning
38,4,124.31,37.56915586,3,0,Male,East,Tablet,Credit Card,274.63,4,14,0.0,Afternoon
28,5,218.14,28.18563885,3,0,Male,West,Mobile,Debit Card,599.61,3,18,0.0,Morning
54,4,190.19,30.98109532,1,0,Male,North,Television,Cash,364.31,3,9,1.0,Evening
53,3,102.23,39.77662416,4,0,Female,South,Tablet,Cash,349.8,3,27,0.0,Afternoon
52,5,190.76,30.92434141,1,0,Other,East,Mobile,Cash,319.34,4,14,0.0,Afternoon
36,14,652.6,5.0,5,0,Female,South,Television,Cash,3093.56,3,34,1.0,Morning
37,9,166.04,33.39577418,2,0,Female,North,Accessories,UPI,293.22,3,17,1.0,Afternoon
35,8,184.98,31.50179982,3,0,Male,South,Accessories,UPI,323.61,3,21,0.0,Morning
64,8,318.49,18.15079982,4,0,Female,West,Accessories,UPI,1020.27,3,26,0.0,Afternoon
58,8,350.65,14.93515507,2,0,Male,South,Television,Debit Card,753.38,4,12,0.0,Morning
66,12,539.95,5.0,4,1,Female,East,Laptop,UPI,2277.62,4,21,0.0,Afternoon
31,8,236.23,26.37699905,3,0,Female,West,Mobile,Cash,923.45,3,19,1.0,Evening
32,7,126.89,37.31117239,2,0,Female,West,Tablet,Credit Card,389.7,3,15,1.0,Morning
48,8,242.58,25.74211864,1,1,Female,West,Tablet,Credit Card,235.9,3,17,0.0,Morning
18,11,253.83,24.61671828,1,1,Male,West,Accessories,Credit Card,328.91,3,6,1.0,Evening
20,14,352.69,14.73137371,3,0,Female,East,Laptop,Credit Card,851.39,3,19,1.0,Morning
33,8,336.23,16.37650841,4,0,Male,North,Mobile,Credit Card,1499.34,4,27,1.0,Afternoon
40,13,229.36,27.06351759,5,1,Female,North,Mobile,Net Banking,835.92,4,27,0.0,Afternoon
28,14,615.51,5.0,3,0,Female,West,Tablet,Credit Card,2190.71,3,30,1.0,Afternoon
29,8,239.75,26.0252656,1,0,Male,North,Tablet,Credit Card,425.91,3,14,1.0,Evening
27,12,430.35,6.965314894,3,0,Male,East,Tablet,Credit Card,1405.26,4,21,1.0,Evening
49,10,181.38,31.86217191,4,0,Male,North,Mobile,Debit Card,784.11,4,22,0.0,Afternoon
33,7,187.65,31.23470258,1,0,Male,North,Tablet,Net Banking,226.12,4,9,1.0,Evening
25,12,217.67,28.2325614,1,1,Female,East,Mobile,Credit Card,294.97,4,7,1.0,Morning
55,1,48.65,45.13459697,1,0,Male,North,Accessories,UPI,104.41,4,6,0.0,Evening
29,4,173.02,32.69833691,1,0,Male,West,Laptop,Debit Card,234.32,4,9,0.0,Morning
41,13,404.13,9.586709677,1,0,Male,West,Tablet,Net Banking,531.13,3,9,1.0,Afternoon
45,13,296.74,20.32608405,1,0,Female,East,Mobile,UPI,146.07,3,13,0.0,Afternoon
25,4,190.68,30.93162853,5,0,Female,West,Accessories,UPI,614.64,3,28,0.0,Afternoon
45,5,135.3,36.46955957,2,0,Male,West,Television,Debit Card,191.97,3,8,0.0,Evening
53,10,206.34,29.36554489,2,1,Female,West,Accessories,UPI,362.17,4,17,0.0,Afternoon
43,6,208.26,29.17354784,1,0,Female,West,Laptop,Cash,235.08,3,6,1.0,Evening
25,4,192.13,30.78716232,2,0,Male,West,Accessories,Debit Card,169.53,4,19,1.0,Afternoon
67,2,30.27,46.97318797,1,0,Female,North,Tablet,Debit Card,2.18,4,7,0.0,Morning
45,6,140.01,35.99937829,1,0,Male,East,Tablet,Cash,231.77,4,18,0.0,Evening
45,8,382.77,11.72346607,4,0,Male,South,Television,Debit Card,1396.61,3,16,0.0,Morning
54,8,167.9,33.20959293,3,0,Female,East,Mobile,UPI,395.72,4,19,0.0,Morning
58,7,132.74,36.72553543,1,0,Male,East,Accessories,UPI,119.37,4,8,0.0,Morning
53,6,209.74,29.02606847,1,0,Female,East,Television,UPI,204.5,4,5,1.0,Afternoon
44,2,90.33,40.96709324,1,0,Male,North,Tablet,Cash,-1.4,4,8,1.0,Morning
34,7,221.89,27.81080947,1,0,Male,East,Mobile,UPI,185.65,3,6,1.0,Morning
26,11,547.91,5.0,5,0,Female,East,Mobile,Cash,2611.8,3,34,1.0,Morning
50,12,465.25,5.0,5,1,Female,North,Laptop,Cash,2135.06,4,26,1.0,Evening
37,14,246.3,25.37032955,1,0,Female,West,Tablet,Cash,215.66,3,1,0.0,Evening
30,14,696.49,5.0,5,0,Male,South,Mobile,Debit Card,3159.7,3,29,1.0,Evening
45,5,146.38,35.36185086,1,0,Female,West,Laptop,Net Banking,76.73,4,8,1.0,Evening
65,6,150.35,34.96454679,4,0,Female,East,Laptop,Cash,532.38,4,27,0.0,Evening
46,10,345.26,15.47422857,1,0,Female,West,Tablet,UPI,383.02,4,5,1.0,Evening
30,8,205.21,29.47938743,2,0,Female,North,Mobile,Cash,381.41,4,15,0.0,Evening
63,14,252.36,24.76358215,2,0,Female,South,Mobile,Credit Card,510.43,3,15,1.0,Afternoon
52,8,120.4,37.96000639,2,0,Male,West,Accessories,Debit Card,325.44,3,16,0.0,Evening
23,3,92.21,40.77937479,1,0,Male,East,Mobile,UPI,115.07,3,11,0.0,Morning
35,12,531.48,5.0,1,1,Male,South,Laptop,Debit Card,1075.69,3,13,0.0,Afternoon
68,12,420.37,7.962762204,3,0,Other,East,Television,Debit Card,1269.95,3,19,1.0,Evening
22,14,699.61,5.0,5,1,Male,West,Tablet,Credit Card,3455.63,3,32,1.0,Evening
64,7,175.28,32.47225718,1,0,Female,West,Television,Cash,58.84,3,10,0.0,Morning
42,1,24.82,47.51840727,3,1,Male,East,Mobile,UPI,27.92,4,18,1.0,Morning
19,1,20.59,47.94087689,1,0,Female,South,Laptop,Net Banking,133.77,3,5,0.0,Morning
27,7,145.2,35.48044209,1,0,Male,South,Television,Debit Card,205.69,3,7,0.0,Afternoon
47,10,249.82,25.01846914,1,0,Female,South,Tablet,Net Banking,213.89,3,8,0.0,Afternoon
67,9,384.74,11.52553857,3,0,Male,West,Accessories,Net Banking,1095.06,3,12,0.0,Afternoon
62,7,326.91,17.30895863,4,0,Female,West,Television,Cash,1274.34,3,27,0.0,Afternoon
22,10,491.28,5.0,4,1,Female,East,Accessories,Net Banking,2265.64,3,31,1.0,Morning
50,5,115.65,38.43493105,1,0,Female,East,Mobile,UPI,183.82,3,12,0.0,Morning
18,8,366.76,13.32366872,2,0,Male,North,Mobile,Cash,753.25,4,11,0.0,Morning
35,2,52.98,44.70221438,1,0,Male,North,Tablet,Net Banking,117.47,4,4,0.0,Morning
49,9,170.54,32.94552285,3,0,Female,North,Accessories,Cash,480.83,4,17,0.0,Morning
64,6,272.71,22.72947656,1,1,Male,East,Accessories,UPI,296.51,3,10,0.0,Evening
66,13,484.43,5.0,5,0,Male,South,Tablet,Debit Card,2416.37,4,30,0.0,Morning
28,9,186.89,31.31097677,1,0,Female,North,Television,Credit Card,459.52,4,2,0.0,Morning
38,2,60.09,43.9911812,2,0,Male,East,Tablet,Cash,-67.46,3,10,1.0,Evening
43,3,75.16,42.4837942,1,0,Male,West,Mobile,Credit Card,213.83,3,4,0.0,Afternoon
42,12,489.45,5.0,5,0,Female,South,Accessories,Debit Card,2518.11,3,27,1.0,Morning
39,8,246.96,25.30434554,2,0,Male,North,Laptop,UPI,535.48,4,13,0.0,Evening
44,1,49.62,45.03752019,1,0,Male,West,Laptop,Debit Card,46.02,3,4,0.0,Evening
66,10,169.16,33.08392562,2,0,Female,South,Mobile,Credit Card,144.24,3,12,1.0,Evening
30,7,191.98,30.80212598,2,0,Male,South,Accessories,UPI,451.91,3,19,0.0,Evening
50,7,223.07,27.69344591,1,0,Female,West,Accessories,Net Banking,171.04,3,10,1.0,Afternoon
51,13,423.93,7.607423259,5,0,Male,North,Tablet,Net Banking,1869.27,4,28,0.0,Afternoon
58,1,26.06,47.39422462,1,0,Female,North,Television,Cash,-1.96,4,7,0.0,Afternoon
52,9,364.71,13.52893215,2,1,Male,West,Tablet,Net Banking,764.26,3,16,0.0,Morning
18,8,364.93,13.50708194,3,0,Male,West,Laptop,Credit Card,1169.29,3,25,0.0,Evening
38,4,191.42,30.85792977,2,0,Male,West,Accessories,Net Banking,310.04,4,17,0.0,Morning
65,10,431.78,6.821731812,5,0,Male,East,Television,Cash,1823.63,3,35,1.0,Evening
23,11,492.47,5.0,1,0,Female,South,Tablet,UPI,589.67,3,13,0.0,Evening
45,5,171.35,32.86545724,1,0,Male,North,Television,Net Banking,73.23,4,1,0.0,Afternoon
34,2,87.81,41.21878242,1,1,Female,North,Laptop,Cash,57.98,4,9,1.0,Afternoon
22,13,333.09,16.69057213,3,1,Female,West,Television,Net Banking,787.2,4,23,0.0,Morning
48,9,260.52,23.94791899,3,1,Female,South,Accessories,Net Banking,641.76,3,21,0.0,Evening
22,12,313.1,18.68965342,5,0,Male,West,Television,Credit Card,1360.16,3,24,1.0,Evening
55,12,376.3,12.36973191,4,0,Male,South,Television,Cash,1326.1,4,27,1.0,Morning
20,6,149.97,35.00282806,3,0,Female,West,Tablet,Cash,410.06,3,22,1.0,Afternoon
40,3,145.97,35.40307986,2,0,Female,West,Television,Debit Card,268.32,4,10,0.0,Evening
54,12,311.39,18.86052562,2,0,Female,South,Television,Debit Card,419.73,4,16,0.0,Evening
54,7,129.02,37.09790882,1,0,Male,North,Laptop,Cash,139.26,4,7,0.0,Evening
27,9,300.95,19.90525927,3,0,Female,North,Television,Credit Card,829.53,4,20,1.0,Afternoon
27,3,51.0,44.90045968,1,0,Female,East,Tablet,Net Banking,-54.38,3,5,1.0,Afternoon
36,2,37.74,46.22619784,2,0,Male,South,Tablet,UPI,178.05,4,9,0.0,Morning
34,7,158.75,34.12495996,1,0,Female,North,Accessories,Net Banking,209.06,4,7,0.0,Afternoon
38,7,218.77,28.12341888,4,0,Male,North,Laptop,UPI,708.63,4,27,0.0,Afternoon
31,4,120.66,37.93448695,1,0,Male,South,Mobile,Credit Card,109.37,3,3,0.0,Morning
26,11,472.88,5.0,5,0,Female,North,Accessories,Debit Card,2312.23,4,29,0.0,Morning
63,9,367.93,13.2065484,4,0,Male,South,Television,Cash,1188.81,4,22,0.0,Evening
18,14,418.9,8.110403594,4,1,Female,North,Laptop,Credit Card,1513.7,4,23,0.0,Afternoon
68,8,213.44,28.65628219,1,1,Male,West,Accessories,UPI,133.97,3,2,1.0,Morning
62,13,338.99,16.10067033,4,0,Male,South,Tablet,Cash,1287.15,3,26,0.0,Morning
30,13,547.17,5.0,3,1,Male,South,Laptop,UPI,2087.92,4,23,0.0,Evening
21,1,16.82,48.31774658,1,0,Other,North,Laptop,Net Banking,117.81,4,2,0.0,Afternoon
18,1,15.45,48.45512423,2,1,Male,South,Television,Net Banking,82.79,3,16,0.0,Evening
66,5,214.22,28.57797314,3,0,Male,East,Laptop,Net Banking,497.55,4,22,0.0,Afternoon
57,6,190.2,30.9799261,2,0,Female,East,Laptop,Cash,391.05,4,11,1.0,Morning
49,3,58.74,44.12574805,3,1,Male,South,Mobile,Debit Card,142.34,3,23,1.0,Evening
51,13,302.18,19.78174998,2,0,Male,East,Television,Debit Card,551.55,3,20,0.0,Afternoon
45,9,428.74,7.126125477,5,1,Male,North,Laptop,UPI,2113.19,4,26,1.0,Morning
48,12,540.99,5.0,5,1,Male,North,Laptop,Debit Card,2752.69,4,27,0.0,Evening
25,10,398.42,10.15752324,1,0,Male,South,Mobile,Debit Card,816.42,4,6,1.0,Evening
56,14,446.29,5.370963713,5,0,Male,North,Mobile,UPI,2399.45,4,27,0.0,Morning
43,6,199.27,30.07320385,3,1,Male,North,Tablet,UPI,527.91,4,20,0.0,Afternoon
51,4,196.53,30.34657651,1,1,Female,East,Television,UPI,239.02,3,5,0.0,Afternoon
20,12,585.62,5.0,5,1,Male,North,Mobile,Cash,2743.64,4,28,1.0,Evening
67,7,157.74,34.22590838,1,0,Female,North,Laptop,UPI,65.08,4,8,0.0,Morning
29,8,347.11,15.28907214,5,0,Female,East,Mobile,Cash,1659.92,4,29,0.0,Afternoon
18,9,197.13,30.28685602,1,1,Male,West,Accessories,Cash,76.63,4,4,1.0,Afternoon
61,13,292.16,20.78404476,1,0,Other,South,Tablet,Cash,226.7,3,11,0.0,Afternoon
22,11,425.3,7.470418185,5,0,Male,South,Tablet,UPI,2143.7,3,25,1.0,Evening
47,6,175.05,32.49497693,1,0,Male,West,Television,Debit Card,236.47,3,9,0.0,Evening
47,6,285.62,21.43756745,3,0,Male,East,Tablet,Debit Card,682.48,4,18,1.0,Evening
34,8,144.92,35.50772742,1,0,Female,East,Television,UPI,135.39,4,6,0.0,Afternoon
65,12,394.84,10.51592309,5,0,Female,North,Accessories,Debit Card,1646.73,4,29,1.0,Morning
64,5,235.74,26.42587322,4,1,Male,North,Laptop,UPI,851.76,4,29,0.0,Morning
40,14,653.02,5.0,5,0,Male,South,Accessories,Cash,3159.5,3,33,1.0,Morning
32,3,61.44,43.85644326,1,0,Female,South,Television,Net Banking,98.59,3,8,0.0,Evening
54,12,333.99,16.6012166,5,0,Male,East,Television,Credit Card,1630.45,3,25,0.0,Afternoon
38,3,110.01,38.9992253,5,0,Male,North,Television,UPI,459.85,4,25,0.0,Afternoon
31,13,267.52,23.24753274,4,1,Female,East,Laptop,Cash,873.92,3,22,0.0,Morning
19,6,293.28,20.67153439,5,0,Female,West,Television,Net Banking,1224.16,3,24,0.0,Afternoon
28,2,94.03,40.5967547,1,1,Male,South,Accessories,Cash,99.32,3,8,1.0,Morning
68,6,125.06,37.49404624,1,0,Male,South,Laptop,Credit Card,314.73,3,0,1.0,Evening
56,13,250.13,24.98742651,1,0,Female,East,Accessories,Debit Card,193.49,3,5,0.0,Morning
55,6,107.94,39.20642186,1,1,Male,North,Laptop,Debit Card,191.83,4,9,0.0,Evening
51,8,374.64,12.53557741,4,0,Female,North,Television,Cash,1419.43,4,23,1.0,Afternoon
55,7,152.44,34.75621666,1,1,Female,West,Laptop,Credit Card,64.41,4,4,1.0,Afternoon
67,8,236.56,26.344022,3,0,Female,West,Mobile,Cash,591.75,4,20,0.0,Evening
51,14,429.94,7.006283083,5,0,Male,West,Accessories,Debit Card,2026.43,3,34,0.0,Afternoon
35,9,323.69,17.63115211,1,0,Male,East,Mobile,Cash,383.3,3,7,0.0,Evening
47,6,105.06,39.49355778,1,0,Male,South,Mobile,Net Banking,-17.73,3,3,1.0,Morning
32,14,321.11,17.88882775,4,0,Female,East,Television,Credit Card,1319.19,3,28,0.0,Evening
44,3,142.81,35.71935094,1,0,Other,East,Television,Debit Card,74.86,3,6,1.0,Morning
68,10,467.94,5.0,3,1,Male,North,Mobile,Cash,1226.94,4,25,0.0,Afternoon
51,3,127.04,37.2964482,3,0,Female,West,Laptop,Credit Card,336.77,3,16,0.0,Morning
69,11,172.47,32.75305204,1,0,Female,South,Television,Cash,206.9,3,8,1.0,Morning
55,12,317.34,18.26571572,2,0,Male,West,Accessories,Debit Card,783.71,3,12,0.0,Afternoon
50,1,36.98,46.30214443,1,0,Male,West,Mobile,Credit Card,148.72,3,3,0.0,Afternoon
41,11,270.95,22.90517685,1,0,Male,West,Accessories,Debit Card,366.33,3,8,0.0,Morning
32,13,608.86,5.0,5,0,Male,South,Accessories,Net Banking,2982.14,4,26,0.0,Evening
47,5,185.93,31.40693442,1,0,Female,North,Accessories,Net Banking,196.32,3,7,1.0,Morning
59,14,245.23,25.47657085,5,0,Female,South,Mobile,UPI,706.47,3,28,0.0,Afternoon
68,4,187.26,31.27392176,1,0,Male,South,Tablet,Credit Card,108.65,3,10,0.0,Evening
34,9,436.7,6.330350267,5,0,Male,North,Television,Net Banking,2021.22,4,24,0.0,Morning
22,9,159.48,34.05205882,3,0,Male,South,Accessories,UPI,379.89,3,14,0.0,Afternoon
46,14,470.86,5.0,3,1,Female,South,Mobile,Credit Card,1621.57,3,20,0.0,Evening
21,5,128.09,37.19112506,1,0,Female,East,Tablet,Debit Card,195.66,3,2,0.0,Afternoon
27,10,287.49,21.25063232,3,0,Female,South,Mobile,Cash,931.7,3,14,0.0,Evening
34,4,85.15,41.48488295,1,0,Female,East,Television,Cash,118.43,3,8,0.0,Morning
27,7,246.63,25.3372335,3,0,Male,East,Mobile,Debit Card,758.06,3,24,0.0,Evening
34,6,291.18,20.88243358,2,0,Male,East,Laptop,Net Banking,769.72,4,18,0.0,Evening
37,4,130.43,36.9569836,1,0,Other,West,Laptop,Cash,173.31,4,7,0.0,Morning
41,13,232.73,26.72738655,5,0,Male,North,Accessories,Debit Card,899.27,4,25,1.0,Evening
22,13,477.1,5.0,1,0,Female,West,Mobile,UPI,923.58,3,20,1.0,Morning
51,10,269.08,23.09219519,4,0,Male,North,Mobile,UPI,992.17,4,26,1.0,Afternoon
23,2,89.91,41.00852367,1,0,Female,South,Accessories,Debit Card,257.99,3,3,0.0,Afternoon
19,1,30.21,46.97862648,1,0,Female,East,Accessories,Credit Card,-43.46,3,9,1.0,Afternoon
30,4,87.0,41.30024547,1,0,Female,West,Tablet,Net Banking,-62.88,3,6,0.0,Morning
60,4,86.75,41.32452128,1,0,Female,South,Mobile,Net Banking,121.64,3,9,0.0,Morning
60,13,544.79,5.0,5,0,Male,West,Television,Debit Card,2493.21,3,35,0.0,Morning
65,1,24.3,47.57044341,3,0,Female,South,Television,Cash,63.6,4,13,0.0,Morning
28,6,251.12,24.88809872,3,1,Male,West,Television,Net Banking,882.07,3,19,0.0,Afternoon
68,4,88.82,41.11757765,1,0,Female,South,Accessories,Net Banking,107.62,3,7,0.0,Morning
64,1,26.26,47.37409771,1,0,Male,South,Accessories,UPI,65.26,4,5,1.0,Afternoon
40,1,31.29,46.8707956,1,0,Female,West,Accessories,UPI,32.33,3,3,0.0,Evening
33,13,624.15,5.0,5,1,Male,South,Television,UPI,3165.24,3,31,0.0,Evening
48,1,47.61,45.23894001,1,1,Male,East,Tablet,Net Banking,118.4,4,4,0.0,Afternoon
28,8,177.92,32.20758749,1,0,Male,East,Laptop,Net Banking,127.11,4,6,0.0,Evening
33,10,275.38,22.46233356,1,0,Other,East,Mobile,Net Banking,546.37,4,6,0.0,Afternoon
25,8,161.83,33.81681712,1,0,Male,East,Laptop,Cash,175.62,3,5,0.0,Morning
21,2,65.7,43.43010444,1,0,Male,North,Mobile,Cash,45.67,4,12,0.0,Afternoon
57,11,342.32,15.7675718,4,0,Male,West,Accessories,Cash,1061.85,3,25,1.0,Morning
21,13,604.85,5.0,4,1,Male,East,Television,Credit Card,2567.49,4,26,0.0,Evening
42,7,332.85,16.71486824,1,0,Male,East,Laptop,Net Banking,282.08,3,9,0.0,Afternoon
20,14,397.95,10.20519784,5,0,Female,East,Accessories,Net Banking,1805.21,3,33,1.0,Morning
49,8,257.69,24.2313376,1,0,Male,North,Mobile,Debit Card,208.15,4,5,0.0,Afternoon
20,8,370.95,12.90538502,3,0,Female,West,Laptop,Debit Card,846.54,3,23,0.0,Afternoon
44,11,475.58,5.0,5,0,Male,South,Laptop,Credit Card,2565.39,3,26,0.0,Afternoon
46,10,151.28,34.8720291,1,0,Male,North,Laptop,Debit Card,79.14,4,5,0.0,Evening
49,11,288.22,21.17770678,1,0,Female,East,Laptop,Cash,344.02,4,6,0.0,Morning
67,13,386.91,11.30927199,4,0,Male,East,Laptop,Credit Card,1540.61,3,29,1.0,Evening
68,7,161.28,33.87195105,3,0,Male,North,Accessories,Credit Card,193.46,4,17,0.0,Morning
36,5,109.93,39.00749672,1,0,Male,West,Mobile,Credit Card,102.22,3,9,0.0,Afternoon
38,1,16.32,48.36775423,1,0,Male,West,Mobile,UPI,70.37,4,4,1.0,Evening
22,12,450.22,5.0,5,1,Female,South,Tablet,Debit Card,2134.01,3,29,1.0,Morning
35,9,217.69,28.23092585,1,0,Female,North,Television,Net Banking,351.33,4,10,0.0,Morning
45,13,218.82,28.11820338,3,0,Female,West,Laptop,UPI,824.57,3,22,0.0,Evening
59,7,161.59,33.84100689,3,0,Male,North,Mobile,Cash,438.89,4,22,1.0,Morning
39,2,86.13,41.38660233,1,0,Male,West,Television,UPI,142.81,3,8,1.0,Morning
38,6,268.81,23.11872719,5,0,Male,West,Television,Cash,968.08,3,35,0.0,Afternoon
23,2,63.81,43.61853628,2,0,Female,East,Accessories,Net Banking,39.11,3,18,0.0,Morning
18,1,29.56,47.04375265,1,0,Male,West,Laptop,Net Banking,0.21,3,5,0.0,Morning
22,14,689.15,5.0,5,1,Male,West,Tablet,Debit Card,3523.47,3,32,0.0,Evening
58,7,154.14,34.58616584,1,1,Female,North,Television,UPI,95.97,4,11,1.0,Morning
29,13,292.99,20.70115263,2,0,Male,West,Accessories,Net Banking,844.97,3,18,0.0,Afternoon
43,2,50.43,44.95692976,1,0,Other,West,Laptop,Cash,23.37,3,10,0.0,Evening
